mse,psnr,ssim,a-gcnr,h-gcnr,cvar,jitter_factor,charge_injection_factor,clock_feedthrough_factor,gain_error_factor,f0_mhz,fs_mhz,ch_compression
2997.162112,13.363701269502993,0.7035665661617514,0.1560373966742185,0.05578252371427689,0.05357233724387352,0.0,0.0,0.0,inf,2.5,50.0,10
2890.7057706666665,13.520764714382725,0.7116017213474573,0.16652219675092117,0.028754538932953766,0.059738593337827134,0.0,0.0,0.0,inf,2.5,50.0,10
2963.1499875555555,13.413267258849501,0.7221975865267609,0.15181748903145653,0.04385472836690718,0.04041720826086281,0.0,0.0,0.0,inf,2.5,50.0,10
2850.6806826666666,13.581317880770428,0.6717096940888326,0.15582798240390383,0.03082340390566246,0.06388203621769241,0.0,0.0,0.0,inf,2.5,50.0,10
3084.6905244444442,13.238687614671878,0.747210803416021,0.1707320908378569,0.0696912996446446,0.04422962367195257,0.0,0.0,0.0,inf,2.5,50.0,10
3012.444792888889,13.34161264243795,0.6385548474369998,0.20688173729142545,0.04208708449423071,0.07619039133212165,0.0,0.0,0.0,inf,2.5,50.0,10
2894.572785777778,13.514958862312083,0.5261185858827446,0.14993592606175582,0.0016983349547450288,0.10312108512818069,0.0,0.0,0.0,inf,2.5,50.0,10
2896.3586204444446,13.512280266723549,0.4944764146479885,0.040977437530568483,0.03893386710575447,0.09750584186686456,0.0,0.0,0.0,inf,2.5,50.0,10
2891.7442986666665,13.519204728635703,0.5867689325918182,0.2086184060969274,0.0019327333854896045,0.09125615125526879,0.0,0.0,0.0,inf,2.5,50.0,10
2855.7224675555553,13.573643624787088,0.5429525998251474,0.08180158243358593,0.05277377174369663,0.10520182721197024,0.0,0.0,0.0,inf,2.5,50.0,10
2944.418119111111,13.44080879275446,0.4736523756485998,0.13025302826406504,0.02933048083917006,0.12256467065099445,0.0,0.0,0.0,inf,2.5,50.0,10
2802.9636764444444,13.65462891085489,0.5429918731473781,0.06443571955668087,0.04346451627927628,0.09224436708114449,0.0,0.0,0.0,inf,2.5,50.0,10
2868.9924408888887,13.553509568828282,0.5725098857063221,0.10691296260519095,0.006832076666911213,0.08696189169175322,0.0,0.0,0.0,inf,2.5,50.0,10
2782.711402666667,13.686121932433524,0.5910107480332847,0.1052886889390145,0.011347690827318069,0.086249318271103,0.0,0.0,0.0,inf,2.5,50.0,10
2796.295182222222,13.664973464252672,0.5835126420526283,0.12586781928801793,0.006400679562463374,0.08592610032771326,0.0,0.0,0.0,inf,2.5,50.0,10
2789.910592,13.674900751653567,0.5836921562563455,0.13267205546373312,0.026844951651365467,0.10701255340729783,0.0,0.0,0.0,inf,2.5,50.0,10
2809.8970595555556,13.643899510289824,0.5849699226550041,0.11125461067857306,0.019877211366748526,0.09557997660072806,0.0,0.0,0.0,inf,2.5,50.0,10
2923.9592533333334,13.47109044625791,0.5116450488693273,0.12681703927545507,0.028578350541835107,0.0930245458059336,0.0,0.0,0.0,inf,2.5,50.0,10
2816.298503111111,13.63401676525861,0.5709948031191232,0.08582785818068,0.0050985562469530454,0.08768429118470894,0.0,0.0,0.0,inf,2.5,50.0,10
2855.645255111111,13.573761050035074,0.6214870009399582,0.15509557865764684,0.01877897882876256,0.08157610954167188,0.0,0.0,0.0,inf,2.5,50.0,10
2853.0013795555556,13.577783792097051,0.6089981804492424,0.11627770642702412,0.0005048059761548762,0.09317129230329431,0.0,0.0,0.0,inf,2.5,50.0,10
3030.5023288888888,13.315657387739178,0.47232341027905317,0.13145888975257647,0.010793611254172775,0.10705063853948986,0.0,0.0,0.0,inf,2.5,50.0,10
3076.2407253333336,13.250600435248291,0.45228692454683167,0.09228287620348369,0.003328823649984658,0.10261553570211539,0.0,0.0,0.0,inf,2.5,50.0,10
2883.7254968888888,13.531264435376876,0.5579283248140572,0.12655968582502147,0.021226791080901752,0.09609480406661286,0.0,0.0,0.0,inf,2.5,50.0,10
2833.6204657777776,13.607386803257437,0.5860037651357263,0.12398903326038768,0.011427665665053044,0.10344357070874102,0.0,0.0,0.0,inf,2.5,50.0,10
2846.515029333333,13.58766879680013,0.6084031123570073,0.155371802808691,0.001518300483705548,0.09567284233717267,0.0,0.0,0.0,inf,2.5,50.0,10
