mse,psnr,ssim,cvar,jitter_factor,charge_injection_factor,clock_feedthrough_factor,gain_error_factor,f0_mhz,fs_mhz,ch_compression
8609.64292511411,8.78095220897219,0.7385428324700354,0.04352332868711763,0.0,0.0,0.0,inf,2.5,50.0,10
6706.004467669876,9.866165224396292,0.8270838420128074,0.023838934910517914,0.0,0.0,0.0,inf,2.5,50.0,10
8742.880001935453,8.71425843231538,0.7317350088307415,0.04952419384679607,0.0,0.0,0.0,inf,2.5,50.0,10
7270.635328462444,9.515079984834573,0.7712601908104844,0.040065426370653294,0.0,0.0,0.0,inf,2.5,50.0,10
8216.115562652216,8.984138217259607,0.7452742528877908,0.04564194134281302,0.0,0.0,0.0,inf,2.5,50.0,10
8596.665231205949,8.787503459675941,0.7472810240972572,0.042019592418941924,0.0,0.0,0.0,inf,2.5,50.0,10
9677.992935597813,8.272950601062586,0.7190365312170293,0.04522082605619074,0.0,0.0,0.0,inf,2.5,50.0,10
8219.567184400252,8.982314112567522,0.7553213013118988,0.042152319030535436,0.0,0.0,0.0,inf,2.5,50.0,10
8436.04214448154,8.869416201620005,0.7384481562173619,0.04450823431038557,0.0,0.0,0.0,inf,2.5,50.0,10
9320.832744633151,8.43625645912757,0.6926180910258679,0.058583679362868214,0.0,0.0,0.0,inf,2.5,50.0,10
8766.39663876389,8.702592442956384,0.7341146471061487,0.05237036548636839,0.0,0.0,0.0,inf,2.5,50.0,10
9551.613312688505,8.330036286953593,0.6984758384832976,0.05294502755821908,0.0,0.0,0.0,inf,2.5,50.0,10
8062.078240673538,9.066333522992164,0.7526033825424173,0.041056519897789696,0.0,0.0,0.0,inf,2.5,50.0,10
9330.304027354397,8.43184565433187,0.7280684708886025,0.043199347584909197,0.0,0.0,0.0,inf,2.5,50.0,10
9033.148852437864,8.572411940695916,0.6861637292037381,0.0666953077735295,0.0,0.0,0.0,inf,2.5,50.0,10
8759.571103691876,8.70597518610785,0.7403324062790274,0.05104137375783585,0.0,0.0,0.0,inf,2.5,50.0,10
9420.012515927163,8.390288810480168,0.7154389730894294,0.04733977810356548,0.0,0.0,0.0,inf,2.5,50.0,10
7953.955581361591,9.124971995163419,0.7651279137560668,0.03682124990671264,0.0,0.0,0.0,inf,2.5,50.0,10
7762.055482976081,9.231036181268577,0.7836821658498933,0.0285342626688455,0.0,0.0,0.0,inf,2.5,50.0,10
9012.034773632684,8.582575020540606,0.718875388872724,0.05224793571027181,0.0,0.0,0.0,inf,2.5,50.0,10
8144.486669569846,9.02216644058702,0.7674561759896796,0.03839397378953064,0.0,0.0,0.0,inf,2.5,50.0,10
8370.918291640457,8.903072580578392,0.7604510040214707,0.03878726708249043,0.0,0.0,0.0,inf,2.5,50.0,10
8782.690424347995,8.694527860250252,0.7439293319936175,0.03826274239949754,0.0,0.0,0.0,inf,2.5,50.0,10
8767.99580651925,8.70180027438153,0.7388523515714731,0.04624782473361134,0.0,0.0,0.0,inf,2.5,50.0,10
8750.439638070353,8.710504875494243,0.7366095267215015,0.0429464000918402,0.0,0.0,0.0,inf,2.5,50.0,10
9197.65921517395,8.494030464878223,0.7326322119598834,0.05106214509280096,0.0,0.0,0.0,inf,2.5,50.0,10
7327.617280366446,9.481175827088704,0.785372206381774,0.03270130536307363,0.0,0.0,0.0,inf,2.5,50.0,10
9796.429541459009,8.220125416022912,0.7094550623089868,0.055580772751286776,0.0,0.0,0.0,inf,2.5,50.0,10
8725.49942742859,8.722900665124701,0.7611013532420117,0.04153538670191821,0.0,0.0,0.0,inf,2.5,50.0,10
9301.491927549556,8.44527747374616,0.7047644171617481,0.050214427118570236,0.0,0.0,0.0,inf,2.5,50.0,10
8505.211061111917,8.833952655484921,0.7661410835569421,0.037040023663883315,0.0,0.0,0.0,inf,2.5,50.0,10
9560.457928097934,8.326016661981829,0.6846039904232841,0.05682418013372984,0.0,0.0,0.0,inf,2.5,50.0,10
7469.753439460654,9.397740939452708,0.8154675767325061,0.025466389037609182,0.0,0.0,0.0,inf,2.5,50.0,10
7328.461573200432,9.480675458984821,0.7832020233082302,0.039970209518482014,0.0,0.0,0.0,inf,2.5,50.0,10
9721.28880179352,8.253565154474906,0.7236129328575507,0.047858440196166634,0.0,0.0,0.0,inf,2.5,50.0,10
8210.58973242367,8.987060090664658,0.743003982443672,0.04904504125845127,0.0,0.0,0.0,inf,2.5,50.0,10
8769.501056434574,8.701054761223268,0.7205895087178676,0.05572903570413767,0.0,0.0,0.0,inf,2.5,50.0,10
8329.113256237802,8.924815933653198,0.7621139961182263,0.03499591628694624,0.0,0.0,0.0,inf,2.5,50.0,10
8222.396122643184,8.980819653228657,0.7757158203408621,0.032293517951514444,0.0,0.0,0.0,inf,2.5,50.0,10
8284.489637263916,8.948146018297752,0.7305668259309032,0.05241002283342648,0.0,0.0,0.0,inf,2.5,50.0,10
6471.278769697263,10.020902521083642,0.8432497968500399,0.012336624888822749,0.0,0.0,0.0,inf,2.5,50.0,10
8879.98970984339,8.646678983506632,0.7576294960229838,0.036717349045623106,0.0,0.0,0.0,inf,2.5,50.0,10
7813.951162078031,9.202096683515917,0.7487689869378082,0.049879338718860265,0.0,0.0,0.0,inf,2.5,50.0,10
10520.81971258528,7.910307823825358,0.6731905179478895,0.06469070747048973,0.0,0.0,0.0,inf,2.5,50.0,10
9566.90200158062,8.32309035571616,0.6890770493855247,0.06300601059310346,0.0,0.0,0.0,inf,2.5,50.0,10
9336.226593119465,8.429089772407066,0.6956225075685126,0.060436297222985,0.0,0.0,0.0,inf,2.5,50.0,10
11417.00220964178,7.555282757601992,0.6281937568284267,0.0679612627608975,0.0,0.0,0.0,inf,2.5,50.0,10
10575.588458250673,7.88775818668511,0.6680061265014907,0.0650024194861765,0.0,0.0,0.0,inf,2.5,50.0,10
9666.57357139401,8.278078002015022,0.6737907342490506,0.05857683210922129,0.0,0.0,0.0,inf,2.5,50.0,10
9127.264673150434,8.527397164490726,0.6809336666228608,0.0659371087814515,0.0,0.0,0.0,inf,2.5,50.0,10
9602.320623860905,8.307041577924787,0.6874920411251219,0.06216877781649076,0.0,0.0,0.0,inf,2.5,50.0,10
8414.088063095756,8.880733077725752,0.7564087670283022,0.0375001172962746,0.0,0.0,0.0,inf,2.5,50.0,10
9403.14380413219,8.398072829574538,0.6696713501105505,0.07005426664296441,0.0,0.0,0.0,inf,2.5,50.0,10
9604.604312833664,8.306008832155026,0.6981079433540309,0.05125207334974112,0.0,0.0,0.0,inf,2.5,50.0,10
9392.788938888083,8.402857972565638,0.6975557633141232,0.05306266778122576,0.0,0.0,0.0,inf,2.5,50.0,10
9383.263737681651,8.407264375497189,0.7014835050272873,0.0663482775284487,0.0,0.0,0.0,inf,2.5,50.0,10
8485.961161916743,8.843793210880138,0.7214201076501952,0.05506195700917657,0.0,0.0,0.0,inf,2.5,50.0,10
8658.470573055274,8.756391755876272,0.7361539374253914,0.04144496392385811,0.0,0.0,0.0,inf,2.5,50.0,10
9639.68384380897,8.290175704444135,0.6823804182456922,0.06578528969591008,0.0,0.0,0.0,inf,2.5,50.0,10
8968.945258947437,8.603389875174798,0.6829176619589459,0.05687664997994631,0.0,0.0,0.0,inf,2.5,50.0,10
8069.483347042789,9.062346311906023,0.769723719080727,0.036399037385115206,0.0,0.0,0.0,inf,2.5,50.0,10
9951.096998435509,8.152094013175423,0.635785888318175,0.07087870551533684,0.0,0.0,0.0,inf,2.5,50.0,10
8362.178593893646,8.90760922179436,0.7602268078652072,0.03709691904240803,0.0,0.0,0.0,inf,2.5,50.0,10
11200.81306753117,7.638308115972173,0.6573117486764735,0.06581962706124084,0.0,0.0,0.0,inf,2.5,50.0,10
8888.012322381897,8.642757128267785,0.7133145329040582,0.05569423292406897,0.0,0.0,0.0,inf,2.5,50.0,10
8616.278721310946,8.777606216957333,0.7517631909523749,0.046774085629465535,0.0,0.0,0.0,inf,2.5,50.0,10
9782.464121546427,8.226320971235065,0.6556129269520594,0.06907415669905889,0.0,0.0,0.0,inf,2.5,50.0,10
9206.477443912196,8.489868674031747,0.6953786760830695,0.06069054635746317,0.0,0.0,0.0,inf,2.5,50.0,10
10896.46094417832,7.757948943022375,0.6700283188424095,0.0652409132206914,0.0,0.0,0.0,inf,2.5,50.0,10
9556.61115143304,8.327764454903718,0.6975715113319858,0.06391331748133774,0.0,0.0,0.0,inf,2.5,50.0,10
